[2026-04-06 13:20:54] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:40:11] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:40:22] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:40:34] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:40:45] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:40:57] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:41:08] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:41:20] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:41:31] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:41:42] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:41:54] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:42:05] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:42:17] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:42:28] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:42:55] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:43:06] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:43:18] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:43:29] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:43:41] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:43:52] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:44:04] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:44:16] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:44:27] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:44:38] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:44:50] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:45:01] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:45:13] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:45:24] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:45:35] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:45:47] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:45:58] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:46:10] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:46:21] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:46:32] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:46:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:46:55] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:47:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:47:18] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:47:29] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:47:41] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:47:52] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:48:04] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:48:15] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:48:27] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:48:38] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:48:49] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:49:01] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:49:12] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:49:24] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:49:35] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:49:46] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:49:58] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:50:09] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:50:21] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:50:32] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:50:43] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:50:55] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:51:22] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:51:33] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:51:45] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:51:56] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:52:07] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:52:19] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:52:30] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:52:42] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:52:53] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:53:05] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:53:16] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:53:28] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:53:39] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:53:50] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:54:02] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:54:13] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:54:25] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:54:36] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:54:47] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:54:59] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:55:10] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:55:22] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:55:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:55:45] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:55:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:56:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:56:19] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:56:30] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:56:42] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:56:53] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:57:04] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:57:16] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:57:27] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:57:39] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:57:50] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:58:02] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:58:13] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:58:24] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:58:36] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:58:47] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:58:58] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:59:10] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:59:21] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 07:59:48] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:00:00] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:00:11] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:00:23] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:00:34] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:00:45] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:00:57] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:01:08] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:01:20] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:01:31] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:01:42] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:01:54] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:02:05] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:02:17] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:02:28] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:02:39] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:02:51] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:03:02] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:03:14] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:03:25] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:03:36] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:03:48] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:03:59] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:04:11] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:04:22] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:04:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:04:45] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:04:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:05:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:05:19] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:05:30] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:05:42] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:05:53] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:06:05] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:06:16] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:06:28] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:06:39] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:06:51] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:07:03] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:07:14] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:07:26] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:07:37] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:07:49] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:08:17] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:08:28] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:08:40] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:08:52] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:09:03] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:09:15] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:09:27] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:09:38] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:09:50] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:10:01] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:10:13] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:10:25] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:10:36] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:10:48] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:11:00] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:11:11] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:11:23] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 08:11:34] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:08:00] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:08:12] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:08:23] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:08:35] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:08:48] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:08:59] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:09:11] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:09:23] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:09:34] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:09:46] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:10:01] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:10:13] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:10:24] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:10:36] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:10:47] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:10:59] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:11:11] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:11:23] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-14 20:11:34] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:08:13] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:08:25] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:08:37] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:08:48] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:09:00] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:09:11] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:09:40] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:09:53] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:10:04] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:10:16] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:10:27] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:10:39] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:10:51] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:11:02] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:11:14] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:11:25] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:11:37] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:11:49] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:12:00] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:12:12] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:12:23] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:12:35] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:12:46] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:12:58] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:13:10] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:13:21] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:13:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:13:45] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:13:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:14:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:14:20] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:14:32] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:14:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:14:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:15:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:15:19] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:15:31] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:15:42] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:15:54] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:16:06] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:16:17] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:16:29] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:16:41] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:16:53] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:17:05] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:17:16] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:17:28] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:17:39] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:17:51] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:18:19] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:18:31] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:18:46] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:19:01] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:19:15] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:19:27] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:19:38] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:19:49] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:20:01] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:20:12] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:20:27] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:20:38] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:20:50] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:21:01] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:21:13] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
